param,value,NS,NA,N,Kgh,dp_price,mc_mean,mc_CI_half,abs_error,dp_runtime_s
NS,81,81,141,60,7,5.894545657717689,5.857448410903446,0.03477257620532992,0.03709724681424298,23.246232499950565
NS,121,121,141,60,7,5.886311556517285,5.857448410903446,0.03477257620532992,0.028863145613838626,34.41393539996352
NS,161,161,141,60,7,5.8821567934904735,5.857448410903446,0.03477257620532992,0.024708382587027344,46.3738637000788
NS,201,201,141,60,7,5.879686303393546,5.857448410903446,0.03477257620532992,0.02223789249010011,57.73558159999084
NS,301,301,141,60,7,5.879305217159409,5.857448410903446,0.03477257620532992,0.02185680625596298,91.1016483999556
