style,K,price
euro,80.0,0.06467439249474351
euro,90.0,0.7335985624642498
euro,100.0,3.450057261848243
euro,110.0,9.161597258055856
euro,120.0,17.15292367423116
berm,80.0,0.06611136276099804
berm,90.0,0.786446668998735
berm,100.0,4.074703186995013
berm,110.0,11.77639950344322
berm,120.0,21.486698670195388
amer,80.0,0.06643711397625848
amer,90.0,0.7955042184499013
amer,100.0,4.178625126231014
amer,110.0,12.144890283136546
amer,120.0,21.918308022780806
