sigma,V_euro,V_amer,premium
0.1,1.2765100986784708,1.653271683908009,0.3767615852295383
0.2,3.450057261848243,4.074703186995013,0.62464592514677
0.3,5.679097031607828,6.530064105481447,0.850967073873619
0.4,7.94889805331315,9.012626058629635,1.0637280053164853
0.5,10.242396220176607,11.5069744509283,1.2645782307516935
