param,value,dp_price,mc_mean,mc_CI_half,abs_error,runtime_s
NA,61,5.940604400598528,5.857448410903446,0.03477257620532992,0.08315598969508198,25.219007899984717
NA,81,5.914539913566523,5.857448410903446,0.03477257620532992,0.057091502663077165,34.84957940003369
NA,101,5.898445196442634,5.857448410903446,0.03477257620532992,0.040996785539188174,42.25069729995448
NA,141,5.879686303393546,5.857448410903446,0.03477257620532992,0.02223789249010011,60.40517199994065
NA,181,5.869115824421905,5.857448410903446,0.03477257620532992,0.01166741351845868,77.12281189998612
